Id,Predicted
10419,-1869.67422135275
8718,3056.61115425953
9334,4103.08986140084
3371,-13190.788962007
13541,308.518904707702
4761,13621.6450002994
13403,3734.59155299773
12636,4063.2010144326
9209,6033.02587103569
16009,-908.725102362965
10205,701.02922027246
2567,28137.1340669145
9642,471.325487901057
1614,21588.6315088178
14929,4173.67405560534
555,31644.3828616827
4469,14024.8007716668
15180,2397.95591881765
9359,796.010899176252
10730,3342.27989481787
9991,5288.47186974019
1047,35134.4723364736
3004,10005.0081667173
7989,1390.26648184944
8157,-326.89974292425
6216,4967.90084763
4237,12397.0640030944
2907,15149.4919635592
294,6589.79551449561
6672,4010.89996423782
11014,1566.32962910855
2504,13899.9811367768
6742,3147.59421553879
12118,3045.82697841535
15399,2337.38391872371
9375,5431.74771625237
11473,5186.31871069006
8566,-1369.46661088883
10034,1001.70076318657
6129,5462.49822375535
10274,490.871393912781
4612,6870.03382963887
2117,12759.9492498257
14207,3696.82401741553
755,32932.4336305076
15638,3092.3449682526
3980,11323.351752049
3230,25744.4396261017
5603,7195.76497232464
10126,2984.4340895691
9693,1758.0811986152
4576,8271.32857664351
14403,375.341024361122
7831,4591.54936858378
15350,4436.29835266169
1386,24653.2171895567
4706,6416.26815505495
12415,5090.70113831563
10452,2858.10071722924
686,46595.7868050652
12049,2936.21013347318
5027,9285.66746876852
6387,8766.97064499691
4715,5108.40640889421
12765,1279.69982804417
14287,5436.65301100039
151,74991.6337735566
6810,1132.87093541641
9830,3798.66763297379
6911,3505.41771560461
1029,68467.4033905974
8518,-1260.04967961516
12048,5084.72558822466
7448,5354.31554525233
7735,523.875659286776
8011,4557.98246340088
4093,4248.20753758277
13651,4996.04773601386
6183,6668.47978960084
15158,-1432.60278796971
986,17529.5768723055
4233,14602.216035391
9954,-656.418515023168
12276,2399.23141808932
14191,3588.56458084392
6644,897.196670579729
15865,2058.74007070699
10000,7031.83433663782
2507,24282.926997212
15208,1940.04068136435
14173,4909.18315174538
11428,3103.41209805409
3124,19199.4870727719
13164,1002.13521964556
6678,2420.8767757226
10417,1764.02154960665
4650,5560.36546078733
3464,10122.5419624911
9518,2702.23615038343
14933,722.259580454582
7757,13128.4514938465
11694,2386.09360574533
2758,20447.9259210183
3069,16812.5355976742
11253,380.703317713742
8720,5386.80560487467
4055,8925.40462871481
14717,2006.52601498963
6098,6192.1904135346
1149,18950.9018757874
14522,-52.0837917567114
7741,4123.96943578475
11516,1144.44607246
13119,3348.3195405688
5658,1793.04443507341
1313,15264.3674022684
7933,4044.50808433654
413,42968.5293792693
10762,-764.449471423632
14541,3177.19342091113
14187,4153.65674972254
4875,15403.7016423835
8986,811.800835922031
3581,6711.23921239742
3129,21627.2741869797
6601,9405.9368516296
8549,11795.4201759028
6790,5742.08407272587
6491,8741.95115551193
2266,18952.5199284454
1905,13070.3127798154
8529,7788.26298485403
15133,153.949057623438
10266,2800.21761291266
13978,2820.96872490324
5618,13276.057048712
6815,-2568.77756220242
7005,1699.07492943539
3008,9423.48865029161
13369,2288.53384121647
5793,3591.09650315633
10818,2866.41821883828
9271,1400.83692195187
9433,1364.82305363577
10797,880.85251007857
1706,25136.4254087373
7879,6670.79430034685
15293,4506.29534501725
9065,4893.8914711428
14253,1363.27219466243
15464,2427.01850707348
11061,5296.13726410254
12637,-635.452879842878
7426,8379.96320583477
6083,-1753.12873462509
1612,30665.0073324645
14506,4420.04309255098
710,28973.1511581439
8042,802.396840655023
1258,34513.2700014223
2470,14658.6267715027
10748,-960.677568278379
15934,5505.2580000849
2112,35922.0304112639
6224,64.8425432332333
13795,2356.56727056077
6623,437.444266240911
7728,6032.20571073221
10179,3921.40506401512
5001,16508.562882264
13095,2899.47542650071
13534,-5851.72779745332
5407,5795.99643777152
11849,3291.2961079766
12585,5564.70066220568
13148,3364.84141311748
1835,23747.1227839936
3111,12566.0990486413
9453,7039.84368911468
6309,6371.50162981097
3468,7992.25142084075
13311,3039.5216292244
15535,-2377.13043231948
6518,19915.304720925
10563,1030.10725607596
5497,8443.80888979413
15186,516.360835258965
10848,3969.54793487838
13670,3175.45747275939
11360,7193.40667050197
6541,5609.12883267741
3814,7966.2520977793
9181,953.216522064819
4052,15264.8770084299
14728,-402.122873075738
12199,-2450.95859084833
10833,-445.091911695996
5567,4481.2321680245
15080,10437.5900681723
2154,22744.771385201
31,170354.53597712
13427,2020.32968986739
3786,18200.4665720227
7588,10339.6308810686
14513,4621.96029983982
4620,8941.63534688814
13749,1299.05935935953
5698,8930.54506086514
12211,1034.39507503367
2421,21115.4675201382
15881,-152.884147677742
2432,30077.3740173342
5242,14055.0130667512
12782,1548.51159762226
5985,2032.18391176055
14072,1100.89537493579
5409,4988.33967511611
9547,1994.54942333546
13420,3710.05597771854
4106,12845.1825462084
3352,7447.55032381126
4071,11654.2150597451
2450,17718.6451657454
11732,1883.52530607548
10043,-584.293251512636
12396,1920.95503015143
12914,3837.26773275391
6470,8821.04461311315
1609,36542.9681820345
6007,14362.6044386293
1760,29887.6950663889
6840,9269.97441481954
3424,18222.4782715147
1960,20807.651889906
1060,39903.9601005568
1264,27880.9353824736
13179,1409.94279937003
9848,6533.57470243522
10078,4708.89269079958
4084,3926.27781401777
11369,-1323.64148358268
13081,1285.02885759787
13700,-168.198802125735
8124,7699.65955961547
5423,11781.2835785243
7880,3532.30800615735
5735,2265.1255908592
2096,22574.489808411
4489,13064.1291183301
11403,1942.61413745862
16034,313.129633263354
9587,5082.21238790187
6333,1847.60044340892
1442,17298.6604193033
15022,1347.98934420721
15982,-1085.2108297776
3200,9674.18354752126
9071,2747.19551999703
5596,9253.65540019392
7508,-1149.48954512551
193,83598.2440388473
14795,-1305.49684364824
6263,7937.8209849226
13939,1860.47227732725
4913,4011.22186532771
1397,18128.5209322116
13238,999.960345528196
13725,3502.57115499771
12986,-1090.71020362058
15319,-430.142563354644
14075,-121.574245960563
8950,8322.06930002934
13281,2333.81332409761
3318,13625.0014896918
2608,6563.94913623752
8835,3822.02899947717
9182,6459.22078230033
5442,6367.91414650684
10816,-806.128611375911
6932,5511.40769447971
1517,19966.4959308563
8287,398.841773425642
8571,7734.94167388885
448,68514.4386415884
242,53656.5803626148
14280,1859.5780948705
7996,3276.24299819518
7070,2924.17378024415
2833,7893.1367738161
4314,19731.7160743607
4744,10194.1709711404
9723,-2483.01414277315
12781,2228.49996453244
1820,23173.8488727421
4695,9533.67742684125
9069,4891.94559583711
4944,4930.85811148183
4546,7659.93899994298
9550,1460.6118225037
11994,10535.9592349055
10879,8956.22344769717
4137,1581.80091788178
11528,4935.91924541814
3769,10444.9852659264
10307,-3444.58034585277
8872,5966.28356495667
3842,12212.7915626662
15791,-389.862740232191
13853,4315.80609332003
12039,1305.17141419402
2788,7570.68129237942
3353,16116.6511797003
10331,1504.4460054097
6797,6327.00394146198
7306,8466.96694940019
606,46565.1337891575
14463,694.832779507158
7593,2592.74919401229
839,24375.5774567486
12787,2222.44570450756
8791,-857.736409009203
2950,10055.863032094
8263,10798.9864544886
4042,7273.47908510554
6920,1414.30651546549
3509,16164.2378671608
13958,-136.066712299997
4724,1726.38961068931
2579,10373.5543758706
15343,-750.977067481463
13922,4488.21181323734
836,41476.7721764318
602,43188.4230792059
14838,3515.60152904703
13031,2821.10130703345
9663,1493.35630291899
7488,8993.15883599798
1796,25080.5689693485
7274,6536.42458445811
855,19645.3248887135
9288,5463.7998366762
8641,3019.61934871722
12623,3034.00844926226
11193,2044.50309217678
3128,13408.8275670982
15747,4606.06083924999
14607,1125.41911712911
11116,2063.94716044434
601,71262.4983526434
3335,13431.4611255508
5477,7413.20093927597
11032,1846.99171373915
742,27583.3330686349
10051,5328.69070392126
256,104838.89628211
15233,1810.39133538702
8778,4934.85262827955
7455,-2570.25868919935
6986,1184.43645681274
3584,21507.9798248152
8970,4117.00035661166
15927,3516.58302759134
1352,28310.7155516688
10400,4019.14285402518
8071,5120.6331054117
10981,-3537.16512273072
10605,4284.10942326125
3543,11326.4470091825
10216,1350.35109261174
8006,-572.188027792438
10483,1414.45582443016
8079,4369.43986400691
4552,13867.0889157838
7657,4021.79219520193
3017,10236.6614021985
1272,15697.3109997157
12984,-323.874000853039
459,40411.4074388461
6660,9058.32832506995
13624,1521.83509475922
11132,2251.99399328491
9974,1667.95476483382
10044,1688.91701295806
12538,4873.23909119983
5219,5367.1273984539
9314,4803.29278932345
13736,-102.350920669867
10498,424.627264477271
14935,1019.64441562539
4302,7237.80548915228
15668,1981.79672188596
3911,6813.35542434642
13843,1820.35613328494
2801,20048.3053043111
5338,7004.26042018572
13467,3925.55634640055
8539,8594.8659011857
9781,9526.54261740478
3903,7081.59040586259
11593,-3945.23785558966
5459,7355.11009677971
13559,1326.88021644189
2508,10313.3906288654
14142,5997.71216350958
14912,2844.09881474031
7859,3885.15219926178
5094,11407.1608745001
8905,-681.450411852309
8392,-1280.87287398374
9185,2269.80903801024
1963,29868.4221424008
11133,-498.345371557813
9328,1098.72518193381
10719,1002.38814584069
8482,1888.24688972766
13102,4645.83932874615
14225,2229.68715348191
7646,5585.95391006057
3220,9442.97521804804
11260,2680.27783450484
950,41488.7072914253
3804,12385.7369486365
11869,2895.05951202606
4247,6615.94655232966
13303,4548.58791610284
4440,1625.93048711523
161,48141.787425822
8613,-152.811587007343
633,37448.7766592235
10200,1895.43087425227
9104,8958.30450113533
10791,648.592546722905
1886,12203.5994461001
15513,479.011605994743
683,47981.1846199701
13763,1484.42188274104
7779,7730.00189472659
12517,3651.76794343551
9792,3562.32733749116
10520,5880.09813765249
9950,3639.18699857659
9736,-1415.70461014823
10900,6154.10000119204
14200,1594.09024214916
9650,6511.60610112808
6161,-965.386076733292
8841,5795.8998384611
11733,-549.288755286223
8848,3445.27002275317
2522,18194.443811826
6179,-159.10171485118
8118,5205.22525384634
15501,1551.02547264934
12791,1245.82257565154
7196,5378.69120236039
8861,2309.62196844078
7117,9495.20548925251
9004,8537.55889247802
2317,3786.4593562971
4173,7808.35108942174
8663,2214.21623569661
12872,4040.9713250308
2647,16200.0241236674
14816,2629.91911889571
7131,2297.2045210698
4929,2344.08082613469
5814,8159.00589491593
2826,14694.3619641555
5145,9837.11881492246
4702,4617.71446691206
3365,8882.43130004144
16011,5443.67523320516
9423,482.00286464196
5411,8778.64070065506
2082,26337.6880088795
4297,11007.5538734952
1705,18623.9105456906
14761,3678.91917792476
4338,61.0531595972734
3576,4062.45810660878
9319,1759.18393866725
4098,4601.41445971373
1698,16016.8681355219
15928,3626.0028545236
6300,5844.97499363741
3495,17701.0485729035
1350,34131.6189938401
4526,6306.62569444179
8946,-2582.18154661508
12099,4737.34747393344
14850,3090.62219781474
6305,3361.32642670427
